country_code	name	1970-1975	1975-1980	1980-1985	1985-1990	1990-1995	1995-2000	2000-2005	2005-2010	2010-2015	2015-2020	2020-2025	2025-2030	2030-2035	2035-2040	2040-2045	2045-2050	2050-2055	2055-2060	2060-2065	2065-2070	2070-2075	2075-2080	2080-2085	2085-2090	2090-2095	2095-2100	include_code
72	Botswana	0	0	0	0	0	0.091	5.969	35.028	67.619	89.9295	90.703125	91.484375	92.265625	93.046875	93.828125	94.609375	95	95	95	95	95	95	95	95	95	95	1
120	Cameroon	0	0	0	0	0	0	1.002	9.583	26.409	55.928375	67.08046875	71.24765625	75.41484375	79.58203125	83.74921875	87.91640625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
178	Congo	0	0	0	0	0	0	0.406	8.136	21.482	40.15875	57.7734375	63.6328125	69.4921875	75.3515625	81.2109375	87.0703125	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
226	Equatorial Guinea	0	0	0	0	0	0	0.495	8.235	25.565	61.9705	77.109375	79.453125	81.796875	84.140625	86.484375	88.828125	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
266	Gabon	0	0	0	0	0	0	2.77	15.834	33.892	68.9155	83.984375	85.078125	86.171875	87.265625	88.359375	89.453125	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
404	Kenya	0	0	0	0	0	0	0.744	15.722	47.975	77.25775	80.7359375	82.4203125	84.1046875	85.7890625	87.4734375	89.1578125	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
426	Lesotho	0	0	0	0	0	0	0.771	20.516	45.285	77.562	83.125	84.375	85.625	86.875	88.125	89.375	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
454	Malawi	0	0	0	0	0	0	0.666	16.861	50.962	78.557125	84.01015625	85.09921875	86.18828125	87.27734375	88.36640625	89.45546875	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
508	Mozambique	0	0	0	0	0	0	0.279	7.277	26.535	63.52875	71.1796875	74.6015625	78.0234375	81.4453125	84.8671875	88.2890625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
516	Namibia	0	0	0	0	0	0	1.591	30.754	69.856	86.61875	86.9921875	87.5390625	88.0859375	88.6328125	89.1796875	89.7265625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
140	Central African Republic	0	0	0	0	0	0	0.161	6.38	15.508	52.547	72.8125	75.9375	79.0625	82.1875	85.3125	88.4375	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
646	Rwanda	0	0	0	0	0	0	1.549	27.244	58.898	82.948125	85.17890625	86.05546875	86.93203125	87.80859375	88.68515625	89.56171875	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
710	South Africa	0	0	0	0	0	0	0.884	11.744	42.467	70.578375	80.76171875	82.44140625	84.12109375	85.80078125	87.48046875	89.16015625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
748	Swaziland	0	0	0	0	0	0	1.996	20.193	49.917	86.6365	90.703125	91.484375	92.265625	93.046875	93.828125	94.609375	95	95	95	95	95	95	95	95	95	95	1
834	United Republic of Tanzania	0	0	0	0	0	0	0.097	10.984	41.125	78.5545	85.703125	86.484375	87.265625	88.046875	88.828125	89.609375	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
800	Uganda	0	0	0	0	0	0	2.721	12.857	39.663	77.774	84.84375	85.78125	86.71875	87.65625	88.59375	89.53125	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
894	Zambia	0	0	0	0	0	0	1.845	21.946	51.38	76.675375	80.69296875	82.38515625	84.07734375	85.76953125	87.46171875	89.15390625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
716	Zimbabwe	0	0	0	0	0	0	0.393	12.281	54.765	82.255	81.8875	83.3625	84.8375	86.3125	87.7875	89.2625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
24	Angola	0	0	0	0	0	0	0.077577	5.061391	17.800514	26.13514763	33.93996953	44.13270234	54.32543516	64.51816797	74.71090078	84.90363359	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
44	Bahamas	0	0	0	0	0	0	7.6259639	29.2296253	36.7136838	69.14144204	85.51784382	86.33278131	87.1477188	87.96265628	88.77759377	89.59253126	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
84	Belize	0	0	0	0	0	0	3.257097	15.886481	27.32465	35.77040175	45.75485469	53.79942656	61.84399844	69.88857031	77.93314219	85.97771406	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
204	Benin	0	0	0	0	0	0	0	17.187249	52.847911	71.25501375	78.53705469	80.62122656	82.70539844	84.78957031	86.87374219	88.95791406	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
854	Burkina Faso	0	0	0	0	0	0	1.874966	21.839743	57.509789	87.05947	94.296875	93.515625	92.734375	91.953125	91.171875	90.390625	90.25	90.75	91.25	91.75	92.25	92.75	93.25	93.75	94.25	94.75	1
